cc,country,distance,force_ping_select,host,https_functional,id,isp_id,lat,lon,name,preferred,sponsor,url
SY,Syria,1955,,sp.tulip-isp.com:8080,1,64759,76431,36.2021,37.1343,Aleppo,0,Tulip ISP,http://sp.tulip-isp.com:8080/speedtest/upload.php
NO,Norway,954,,speed1.mimer.no:8080,1,8070,201808,62.4778,6.1903,Alesund,0,Tafjord Connect AS,http://speed1.mimer.no:8080/speedtest/upload.php
NO,Norway,954,,speedtest.administrator.no.prod.hosts.ooklaserver.net:8080,1,21311,112033,62.4778,6.1903,Alesund,0,Aalesund Fiber,http://speedtest.administrator.no:8080/speedtest/upload.php
EG,Egypt,1885,,speedtest8.vodafone.com.eg.prod.hosts.ooklaserver.net:8080,1,1689,31126,31.2001,29.9187,Alexandria,0,Vodafone Egypt,http://speedtest8.vodafone.com.eg:8080/speedtest/upload.php
EG,Egypt,1885,,speedtestalex.dsl.orange.eg.prod.hosts.ooklaserver.net:8080,1,46775,37810,31.1980,29.9192,Alexandria,0,Orange DSL,http://speedtestalex.dsl.orange.eg:8080/speedtest/upload.php
EG,Egypt,1885,,sp30.etisalatdata.net.prod.hosts.ooklaserver.net:8080,1,15495,28424,31.1980,29.9192,Alexandria,0,Etisalat Misr,http://sp30.etisalatdata.net:8080/speedtest/upload.php
EG,Egypt,1885,,speedtest1.tedata.net.prod.hosts.ooklaserver.net:8080,1,27652,1089,31.1980,29.9192,Alexandria,0,we,http://speedtest1.tedata.net:8080/speedtest/upload.php
EG,Egypt,1885,,speedtestawd.orange.eg.prod.hosts.ooklaserver.net:8080,1,26790,37810,31.1980,29.9192,Alexandria,0,Orange Egypt,http://speedtestawd.orange.eg:8080/speedtest/upload.php
EG,Egypt,1887,,speedtestawd2.orange.eg.prod.hosts.ooklaserver.net:8080,1,69965,37810,31.2186,29.9939,Alexandria,0,Orange,http://speedtestawd2.orange.eg:8080/speedtest/upload.php
US,United States,4832,,speedtestalxn.vexusfiber.com:8080,1,64611,212835,31.3113,-92.4451,"Alexandria, LA",0,Vexus Fiber,http://speedtestalxn.vexusfiber.com:8080/speedtest/upload.php
BR,Brazil,5466,,speedtest-alx.explorernet.com.br.prod.hosts.ooklaserver.net:8080,1,12507,147666,-16.0850,-48.5078,Alexânia,0,EXPLORERNET TELECOM,http://speedtest-alx.explorernet.com.br:8080/speedtest/upload.php
BR,Brazil,5700,,teste.infinitynet.net.br.prod.hosts.ooklaserver.net:8080,1,14185,316165,-21.4333,-45.9500,Alfenas,0,Infinitynet.Fibra,http://teste.infinitynet.net.br:8080/speedtest/upload.php
BR,Brazil,5700,,speedtest5.webnet.psi.br.prod.hosts.ooklaserver.net:8080,1,60841,39606,-21.4333,-45.9500,Alfenas,0,Alares,http://speedtest5.webnet.psi.br:8080/speedtest/upload.php
BR,Brazil,5700,,speedtest.agrotelecom.psi.br.prod.hosts.ooklaserver.net:8080,1,59315,263608,-21.4333,-45.9500,Alfenas,0,Agro Telecom,http://speedtest.agrotelecom.psi.br:8080/speedtest/upload.php
BR,Brazil,5700,,speed.netcomm.psi.br.prod.hosts.ooklaserver.net:8080,1,60860,226569,-21.4333,-45.9500,Alfenas,0,NetCOMM Fibra,http://speed.netcomm.psi.br:8080/speedtest/upload.php
DZ,Algeria,837,,speedtest1.djezzy.dz.prod.hosts.ooklaserver.net:8080,1,10432,9444,36.7667,3.2167,Algiers,0,DJEZZY,http://speedtest1.djezzy.dz:8080/speedtest/upload.php
DZ,Algeria,838,,speedmh.algerietelecom.dz:8080,1,68856,37683,36.7538,3.0588,Algiers,0,Algérie Télécom - 10G,http://speedmh.algerietelecom.dz:8080/speedtest/upload.php
ES,Spain,741,,speed3.cloudwifi.es:8080,1,10815,137456,38.3453,-0.4831,Alicante,0,CLOUDWIFI S.L.,http://speed3.cloudwifi.es:8080/speedtest/upload.php
ES,Spain,741,,test.azurita.es.prod.hosts.ooklaserver.net:8080,1,72640,198307,38.3453,-0.4831,Alicante,0,Woolo Comunicaciones S.L.,http://test.azurita.es:8080/speedtest/upload.php
US,United States,4619,,alln-ks-st.highlinefast.com.prod.hosts.ooklaserver.net:8080,1,72234,324075,38.6547,-96.1737,"Allen, KS",0,Highline,http://alln-ks-st.highlinefast.com:8080/speedtest/upload.php
US,United States,4028,,speedtest2.acentek.net:8080,1,12502,22869,43.0161,-86.1267,"Allendale, MI",0,AcenTek,http://speedtest2.acentek.net:8080/speedtest/upload.php
US,United States,4028,,aldlmi-speedtest-ookla-01.st.charter.com:8080,1,2406,14,43.0161,-86.1267,"Allendale, MI",0,Spectrum,http://aldlmi-speedtest-ookla-01.st.charter.com:8080/speedtest/upload.php
ES,Spain,643,,speedtest-ib.masmovil.com.prod.hosts.ooklaserver.net:8080,1,30350,19461,39.5696,2.6502,Palma de Mallorca,0,Grupo MásMóvil,http://speedtest-ib.masmovil.com:8080/speedtest/upload.php
ES,Spain,643,,speedtest.conectabalear.com:8080,1,4988,75898,39.5667,2.6500,Palma,0,ConectaBalear,http://speedtest.conectabalear.com:8080/speedtest/upload.php
ES,Spain,644,,speedtest.ibred.es.prod.hosts.ooklaserver.net:8080,1,9512,67520,39.5572,2.7581,Palma,0,IB-RED,http://speedtest.ibred.es:8080/speedtest/upload.php
ES,Spain,713,,speedtest.almatelecom.es.prod.hosts.ooklaserver.net:8080,1,6495,246792,38.8500,-1.0833,Almansa,0,AlmaTelecom S.L.,http://speedtest.almatelecom.es:8080/speedtest/upload.php
PT,Portugal,967,,speed.lazertelecom.com.prod.hosts.ooklaserver.net:8080,1,19253,164110,37.0877,-8.0299,Almancil,0,Lazer Telecom,http://speed.lazertelecom.com:8080/speedtest/upload.php
LY,Libya,1238,,speedtest.almadar.ly.prod.hosts.ooklaserver.net:8080,1,48427,181671,32.9022,13.1858,Tripoli,0,ALMADAR ALJADID Co. Ltd.,http://speedtest.almadar.ly:8080/speedtest/upload.php
KZ,Kazakhstan,2143,,speedtest.ura.almanet.kz.prod.hosts.ooklaserver.net:8080,1,33138,1753,51.2333,51.3667,Uralsk,0,Alma-TV,http://speedtest.ura.almanet.kz:8080/speedtest/upload.php
KZ,Kazakhstan,2255,,speedtest.atr.almanet.kz:8080,1,48507,1753,47.1167,51.8833,Atyrau,0,Alma-TV,http://speedtest.atr.almanet.kz:8080/speedtest/upload.php
KZ,Kazakhstan,2959,,speedtest1.ast.almanet.kz:8080,1,70449,1753,51.1667,71.4167,Astana,0,Alma-TV,http://speedtest1.ast.almanet.kz:8080/speedtest/upload.php
KZ,Kazakhstan,3430,,speedtest1.ust.almanet.kz:8080,1,72960,1753,49.9749,82.6017,Oskemen,0,Alma-TV,http://speedtest1.ust.almanet.kz:8080/speedtest/upload.php
KZ,Kazakhstan,3453,,speedtest.altel.kz.prod.hosts.ooklaserver.net:8080,1,4962,71762,43.2220,76.8512,Almaty,0,ALTEL 5G | TELE2 5G,http://speedtest.altel.kz:8080/speedtest/upload.php
KZ,Kazakhstan,3453,,speedtest-kz.the.hosting.prod.hosts.ooklaserver.net:8080,1,72546,313215,43.2220,76.8512,Almaty,0,THE.Hosting,http://speedtest-kz.the.hosting:8080/speedtest/upload.php
KZ,Kazakhstan,3454,,speed.rbk.kz.prod.hosts.ooklaserver.net:8080,1,10290,21870,43.2380,76.8829,Almaty,0,RB-K,http://speed.rbk.kz:8080/speedtest/upload.php
KZ,Kazakhstan,3455,,speedtest.almaty.telecom.kz.prod.hosts.ooklaserver.net:8080,1,38516,42851,43.2500,76.9167,Almaty,0,Kazakhtelecom,http://speedtest.almaty.telecom.kz:8080/speedtest/upload.php
KZ,Kazakhstan,3455,,speedtest.nls.kz.prod.hosts.ooklaserver.net:8080,1,9035,107152,43.2500,76.9167,Almaty,0,NLS Kazakhstan,http://speedtest.nls.kz:8080/speedtest/upload.php
KZ,Kazakhstan,3455,,speedtest3.meganet.kz.prod.hosts.ooklaserver.net:8080,1,68000,107152,43.2500,76.9167,Almaty,0,Meganet,http://speedtest3.meganet.kz:8080/speedtest/upload.php
KZ,Kazakhstan,3455,,alm-st10g.2day.kz.prod.hosts.ooklaserver.net:8080,1,41407,75023,43.2500,76.9167,Almaty,0,Beeline KZ,http://alm-st10g.2day.kz:8080/speedtest/upload.php
KZ,Kazakhstan,3455,,speedtest.kaznetcom.kz.prod.hosts.ooklaserver.net:8080,1,54491,247657,43.2500,76.9167,Almaty,0,KazNetCom 10G LLP,http://speedtest.kaznetcom.kz:8080/speedtest/upload.php
KZ,Kazakhstan,3455,,speedtest2.almanet.kz.prod.hosts.ooklaserver.net:8080,1,5818,1753,43.2500,76.9167,Almaty,0,Alma-TV,http://speedtest2.almanet.kz:8080/speedtest/upload.php
KZ,Kazakhstan,3455,,speedtest.kaztranscom.kz.prod.hosts.ooklaserver.net:8080,1,46826,1760,43.2500,76.9167,Almaty,0,Jusan Mobile,http://speedtest.kaztranscom.kz:8080/speedtest/upload.php
KZ,Kazakhstan,3455,,almaty-01.speedtest.telco.ftel.kz.prod.hosts.ooklaserver.net:8080,1,58236,313921,43.2500,76.9167,Almaty,0,Freedom Telecom,http://almaty-01.speedtest.telco.ftel.kz:8080/speedtest/upload.php
KZ,Kazakhstan,3455,,speedtest.obit.kz:8080,1,56519,219815,43.2500,76.9167,Almaty,0,OBIT,https://speedtest.obit.kz:8080/speedtest/upload.php
KZ,Kazakhstan,3455,,speedtest.ps.kz:8080,1,45974,88378,43.2500,76.9167,Almaty,0,PS Cloud Services,http://speedtest.ps.kz:8080/speedtest/upload.php
KZ,Kazakhstan,3455,,speedtest.10g.kz.prod.hosts.ooklaserver.net:8080,1,47870,120335,43.2500,76.9167,Almaty,0,10g.kz,http://speedtest.10g.kz:8080/speedtest/upload.php
KZ,Kazakhstan,3455,,ala-st-02.kcell.kz.prod.hosts.ooklaserver.net:8080,1,2485,82305,43.2500,76.9167,Almaty,0,KCell JSC,http://ala-st-02.kcell.kz:8080/speedtest/upload.php
KZ,Kazakhstan,3455,,tns-st10g.2day.kz.prod.hosts.ooklaserver.net:8080,1,63343,75023,43.2500,76.9167,Almaty,0,TNS-Plus,http://tns-st10g.2day.kz:8080/speedtest/upload.php
KZ,Kazakhstan,3455,,alm-st.astel.kz.prod.hosts.ooklaserver.net:8080,1,48638,49047,43.2500,76.9167,Almaty,0,ASTEL JSC,http://alm-st.astel.kz:8080/speedtest/upload.php
US,United States,4399,,myspeedtest.atcbroadband.com.prod.hosts.ooklaserver.net:8080,1,47727,108864,31.5394,-82.4624,"Alma, GA",0,Alma Telephone Company,http://myspeedtest.atcbroadband.com:8080/speedtest/upload.php
BR,Brazil,4597,,speedtest1.linknetpalmares.com.br:8080,1,28207,0,-8.6765,-35.5822,Palmares,0,LINKNET Telecom,http://speedtest1.linknetpalmares.com.br:8080/speedtest/upload.php
BR,Brazil,4597,,speedpls.infolinktelecom.com:8080,1,64366,214580,-8.6765,-35.5822,Palmares,0,INFOLINK TELECOM,http://speedpls.infolinktelecom.com:8080/speedtest/upload.php
BR,Brazil,4621,,speedtester.portalmail.com.br.prod.hosts.ooklaserver.net:8080,1,72779,75679,-4.8654,-43.3587,Caxias,0,Portalmail Telecom,http://speedtester.portalmail.com.br:8080/speedtest/upload.php
BR,Brazil,4640,,speedtest.jntelecomltda.com.br:8080,1,56638,287592,-9.1596,-36.0226,União dos Palmares,0,INOVA MAIS TELECOM LTDA,http://speedtest.jntelecomltda.com.br:8080/speedtest/upload.php
BR,Brazil,4640,,speedtest.dfltelecom.com.br.prod.hosts.ooklaserver.net:8080,1,31229,151740,-9.1596,-36.0226,União dos Palmares,0,DFL Telecom,http://speedtest.dfltelecom.com.br:8080/speedtest/upload.php
BR,Brazil,4951,,velocimetro.dnhnet.com.br:8080,1,65255,308169,-12.6736,-39.1017,Cruz das Almas,0,DNHNET,http://velocimetro.dnhnet.com.br:8080/speedtest/upload.php
BR,Brazil,4951,,teste2.infinityfibra.com:8080,1,72927,265128,-12.6736,-39.1017,Cruz das Almas,0,Infinity Fibra,http://teste2.infinityfibra.com:8080/speedtest/upload.php
BR,Brazil,5112,,speedtestto.vtal.net.br.prod.hosts.ooklaserver.net:8080,1,41273,243067,-10.1844,-48.3336,Palmas,0,Vtal,http://speedtestto.vtal.net.br:8080/speedtest/upload.php
BR,Brazil,5112,,testpalmas.netprimegroup.com.br.prod.hosts.ooklaserver.net:8080,1,37859,202977,-10.1844,-48.3336,Palmas,0,NET PRIME TELECOMUNICAÇÕES,http://testpalmas.netprimegroup.com.br:8080/speedtest/upload.php
BR,Brazil,5112,,speed1.netmaispalmas.com.br:8080,1,23488,97669,-10.1844,-48.3336,Palmas,0,Netmais Telecom,http://speed1.netmaispalmas.com.br:8080/speedtest/upload.php
BR,Brazil,5112,,spd54.claro.com.br:8080,1,60259,14791,-10.1844,-48.3336,Palmas,0,Claro Móvel - PMJ2,http://spd54.claro.com.br:8080/speedtest/upload.php
BR,Brazil,5112,,spd.tmkultra.com.br:8080,1,14125,87398,-10.1844,-48.3336,Palmas,0,TMK,http://spd.tmkultra.com.br:8080/speedtest/upload.php
BR,Brazil,5112,,speedpmw.belezanetwork.com.br.prod.hosts.ooklaserver.net:8080,1,12730,97635,-10.1844,-48.3336,Palmas,0,SIM INTERNET,http://speedpmw.belezanetwork.com.br:8080/speedtest/upload.php
BR,Brazil,5112,,velocidadepmw.nortenettelecom.com.br:8080,1,61307,213379,-10.1844,-48.3336,Palmas,0,Norte.Net Telecom,http://velocidadepmw.nortenettelecom.com.br:8080/speedtest/upload.php
BR,Brazil,5112,,speedtest.vcnetwork.com.br:8080,1,38694,94161,-10.1844,-48.3336,Palmas,0,VC Network,http://speedtest.vcnetwork.com.br:8080/speedtest/upload.php
BR,Brazil,5112,,speedtest.opennetpalmas.com.br.prod.hosts.ooklaserver.net:8080,1,70460,161455,-10.1844,-48.3336,Palmas,0,OpenNET Telecom e Informática,http://speedtest.opennetpalmas.com.br:8080/speedtest/upload.php
BR,Brazil,5112,,toledopalmas.brsserver.com.br:8080,1,71338,211801,-10.1844,-48.3336,Palmas,0,Toledo Fibra,http://toledopalmas.brsserver.com.br:8080/speedtest/upload.php
BR,Brazil,5112,,teste.grupotelecom.net.br:8080,1,68575,205634,-10.1844,-48.3336,Palmas,0,Grupo Telecom TIC,http://teste.grupotelecom.net.br:8080/speedtest/upload.php
BR,Brazil,5116,,speedtest.prontofibra.com.br.prod.hosts.ooklaserver.net:8080,1,28335,258851,-10.2491,-48.3243,Palmas,0,Pronto Fibra,http://speedtest.prontofibra.com.br:8080/speedtest/upload.php
BR,Brazil,5178,,ookla.globalcommtelecom.net.br:8080,1,49028,192105,-14.2680,-43.1613,Palmas de Monte Alto,0,Globalcomm,http://ookla.globalcommtelecom.net.br:8080/speedtest/upload.php
BR,Brazil,5430,,speedtest.spacenetvzp.com.br.prod.hosts.ooklaserver.net:8080,1,64140,0,-17.5989,-44.7332,Varzea da Palma,0,SPACENET VZP,http://speedtest.spacenetvzp.com.br:8080/speedtest/upload.php
BR,Brazil,6650,,speedtest.provedoruniversal.com.br:8080,1,35048,161943,-33.5216,-53.3665,Santa Vitória do Palmar,0,Provedor Universal,http://speedtest.provedoruniversal.com.br:8080/speedtest/upload.php
CL,Chile,7356,,sp1.smax.cl.prod.hosts.ooklaserver.net:8080,1,16780,210562,-35.1167,-71.2833,Molina,0,señalmax,http://sp1.smax.cl:8080/speedtest/upload.php
BR,Brazil,5216,,speedteste3.rapeedo.com.br:8080,1,65138,301878,-16.1797,-40.6954,Almenara,0,Rapeedo Telecom,http://speedteste3.rapeedo.com.br:8080/speedtest/upload.php
BR,Brazil,5216,,speedtest.ipw.com.br:8080,1,9235,73856,-16.1797,-40.6954,Almenara,0,Info Projekt,http://speedtest.ipw.com.br:8080/speedtest/upload.php
NL,Netherlands,273,,speedtest-alm-nl.as215248.net.prod.hosts.ooklaserver.net:8080,1,71761,297149,52.3667,5.2167,Almere,0,AS215248,http://speedtest-alm-nl.as215248.net:8080/speedtest/upload.php
BR,Brazil,6039,,teste40.tecsulinternet.com.br:8080,1,69547,268556,-25.2986,-49.3450,Almirante Tamandaré,0,TecSul Internet,http://teste40.tecsulinternet.com.br:8080/speedtest/upload.php
BR,Brazil,6039,,speedtest.netbrasil.app.br:8080,1,72203,108006,-25.2986,-49.3450,Almirante Tamandaré,0,NetBrasil Telecom,http://speedtest.netbrasil.app.br:8080/speedtest/upload.php
US,United States,3835,,alpenaookla.aspensmart.net.prod.hosts.ooklaserver.net:8080,1,73064,324370,45.0617,-83.4328,"Alpena, MI",0,Lakeshore Fiber,http://alpenaookla.aspensmart.net:8080/speedtest/upload.php
IT,Italy,487,,speedtest-altavilla.wifiweb.it.prod.hosts.ooklaserver.net:8080,1,55376,32033,45.5067,11.4757,Altavilla Vicentina,0,Wifiweb s.r.l.,http://speedtest-altavilla.wifiweb.it:8080/speedtest/upload.php
IT,Italy,888,,speed1.techdigital.it.prod.hosts.ooklaserver.net:8080,1,45482,88717,40.8266,16.5495,Altamura,0,TechDigital,http://speed1.techdigital.it:8080/speedtest/upload.php
IT,Italy,888,,speedtest.extnet.it.prod.hosts.ooklaserver.net:8080,1,24175,0,40.8266,16.5495,Altamura,0,Cicorella srl,http://speedtest.extnet.it:8080/speedtest/upload.php
IT,Italy,888,,speedtest.evo-net.it.prod.hosts.ooklaserver.net:8080,1,37633,244949,40.8266,16.5495,Altamura,0,EvoNet,http://speedtest.evo-net.it:8080/speedtest/upload.php
GI,Gibraltar,962,,speedtest.gibtelecom.net.prod.hosts.ooklaserver.net:8080,1,15414,25721,36.1430,-5.3530,Gibraltar,0,Gibtelecom,http://speedtest.gibtelecom.net:8080/speedtest/upload.php
GI,Gibraltar,962,,speedtest.gibfibre.com.prod.hosts.ooklaserver.net:8080,1,26076,160102,36.1430,-5.3530,Gibraltar,0,Gibfibre Ltd,http://speedtest.gibfibre.com:8080/speedtest/upload.php
GI,Gibraltar,962,,speedtest.u-mee.com.prod.hosts.ooklaserver.net:8080,1,32984,16991,36.1430,-5.3530,Gibraltar,0,u-mee,http://speedtest.u-mee.com:8080/speedtest/upload.php
MT,Malta,1085,,speedtest.go.com.mt.prod.hosts.ooklaserver.net:8080,1,1665,51877,35.9095,14.4258,Mosta,0,GO P.L.C.,http://speedtest.go.com.mt:8080/speedtest/upload.php
MT,Malta,1085,,infra.speedtest.melita.com.prod.hosts.ooklaserver.net:8080,1,14799,34392,35.9231,14.4738,Madliena,0,Melita,http://infra.speedtest.melita.com:8080/speedtest/upload.php
MT,Malta,1086,,speedtest.epic.com.mt.prod.hosts.ooklaserver.net:8080,1,1686,18619,35.8967,14.4625,Birkirkara,0,Epic Malta Ltd,http://speedtest.epic.com.mt:8080/speedtest/upload.php
MT,Malta,1087,,speedtest.gov.mt.prod.hosts.ooklaserver.net:8080,1,16695,85731,35.8902,14.4767,Santa Venera,0,MITA,http://speedtest.gov.mt:8080/speedtest/upload.php
MT,Malta,1087,,speedtest3.epic.com.mt.prod.hosts.ooklaserver.net:8080,1,73351,18619,35.8902,14.4767,Santa Venera,0,Epic Malta Ltd,http://speedtest3.epic.com.mt:8080/speedtest/upload.php
MT,Malta,1091,,spdztn1.go.com.mt.prod.hosts.ooklaserver.net:8080,1,70482,51877,35.8558,14.5332,Zejtun,0,GO P.L.C.,http://spdztn1.go.com.mt:8080/speedtest/upload.php
NO,Norway,1615,,speedo.eltele.no.prod.hosts.ooklaserver.net:8080,1,3433,58551,69.9403,23.3106,Alta,0,Eltele AS,http://speedo.eltele.no:8080/speedtest/upload.php
US,United States,4137,,speedtest.altafiber.com:8080,1,52814,94075,39.1031,-84.5120,"Cincinnati, OH",0,altafiber,http://speedtest.altafiber.com:8080/speedtest/upload.php
PR,Puerto Rico,4311,,speed-innet.somosexacom.com.prod.hosts.ooklaserver.net:8080,1,71534,168816,18.4018,-66.3438,Vega Alta,0,INNET CONNECTIONS,http://speed-innet.somosexacom.com:8080/speedtest/upload.php
US,United States,4362,,speedtest.altamahaemc.com.prod.hosts.ooklaserver.net:8080,1,18856,323956,32.2044,-82.3218,"Lyons, GA",0,Altamaha Fiber,http://speedtest.altamahaemc.com:8080/speedtest/upload.php
DO,Dominican Republic,4469,,speedtest.pygtelecom.com.prod.hosts.ooklaserver.net:8080,1,67823,313869,18.4615,-69.8965,Santo Domingo Norte,0,PERALTA Y GOMEZ TELECOMUNICACIONES SRL,http://speedtest.pygtelecom.com:8080/speedtest/upload.php
BR,Brazil,4855,,veloteste.wspnp.com.br:8080,1,68646,89080,-3.2044,-52.2079,Altamira,0,WNP,http://veloteste.wspnp.com.br:8080/speedtest/upload.php
BR,Brazil,4876,,velocimetroatm.interlig.net.prod.hosts.ooklaserver.net:8080,1,18558,128642,-3.2028,-52.7333,Altamira,0,Interlig,http://velocimetroatm.interlig.net:8080/speedtest/upload.php
BR,Brazil,4876,,speedtestatm.deltapa.com.br.prod.hosts.ooklaserver.net:8080,1,26539,299166,-3.2028,-52.7333,Altamira,0,Delta Telecom,http://speedtestatm.deltapa.com.br:8080/speedtest/upload.php
BR,Brazil,4876,,speed.liberty.net.br.prod.hosts.ooklaserver.net:8080,1,43358,238864,-3.2028,-52.7333,Altamira,0,Liberty Provedor,http://speed.liberty.net.br:8080/speedtest/upload.php
BR,Brazil,4876,,teste.proserv.net.br:8080,1,72785,238280,-3.2028,-52.7333,Altamira,0,Proserv,http://teste.proserv.net.br:8080/speedtest/upload.php
BR,Brazil,5386,,speedtest.netultra.com.br.prod.hosts.ooklaserver.net:8080,1,55407,239395,-9.8765,-56.0855,Alta Floresta,0,NetUltra Alta Floresta,http://speedtest.netultra.com.br:8080/speedtest/upload.php
BR,Brazil,5386,,teste1.bsinternetrural.com.br:8080,1,59401,39805,-9.8765,-56.0855,Alta Floresta,0,BSINTERNET,http://teste1.bsinternetrural.com.br:8080/speedtest/upload.php
BR,Brazil,5386,,velocidade-afl.wavemax.com.br:8080,1,59900,154698,-9.8765,-56.0855,Alta Floresta,0,Wavemax Internet,http://velocidade-afl.wavemax.com.br:8080/speedtest/upload.php
BR,Brazil,5501,,speedtest.fazzy.com.br:8080,1,35861,192322,-20.6740,-41.0098,Vargem Alta,0,Fazzy Internet,http://speedtest.fazzy.com.br:8080/speedtest/upload.php
BR,Brazil,5638,,speedtest4.altavistatelecom.com.br:8080,1,58642,242688,-21.7624,-43.3437,Juiz de Fora,0,Alta Vista Telecom,http://speedtest4.altavistatelecom.com.br:8080/speedtest/upload.php
BR,Brazil,5657,,teste.altavistatelecom.com.br:8080,1,42434,242688,-21.8409,-43.7928,Lima Duarte,0,AltaVista Telecom,https://teste.altavistatelecom.com.br:8080/speedtest/upload.php
BR,Brazil,5707,,ookla.triangulonet.net.br.prod.hosts.ooklaserver.net:8080,1,38605,116690,-18.7558,-50.9322,Cachoeira Alta,0,TrianguloNet,http://ookla.triangulonet.net.br:8080/speedtest/upload.php
BR,Brazil,5720,,speedtest.speet.com.br.prod.hosts.ooklaserver.net:8080,1,50677,96120,-22.2956,-44.9370,Itanhandu,0,Altanet Telecom,http://speedtest.speet.com.br:8080/speedtest/upload.php
EC,Ecuador,5775,,speedtest.iplus.com.ec.prod.hosts.ooklaserver.net:8080,1,47634,216204,0.3471,-78.1324,Ibarra,0,Plus Internet de Alta Velocidad,http://speedtest.iplus.com.ec:8080/speedtest/upload.php
BR,Brazil,5781,,speednetafo.com.br:8080,1,57932,139242,-12.6071,-62.1689,Alta Floresta d'Oeste,0,SPEEDNET,http://speednetafo.com.br:8080/speedtest/upload.php
MX,Mexico,5842,,ookla.bluepointinternet.com.prod.hosts.ooklaserver.net:8080,1,67805,173734,18.3578,-100.6686,Ciudad Altamirano,0,BLUEPOINT NETWORKS,http://ookla.bluepointinternet.com:8080/speedtest/upload.php
MX,Mexico,5842,,speedtest.compumasinternet.com.prod.hosts.ooklaserver.net:8080,1,73502,173734,18.3578,-100.6686,Ciudad Altamirano,0,CompuMas Internet,http://speedtest.compumasinternet.com:8080/speedtest/upload.php
EC,Ecuador,5904,,riobamba-bw.iplus.com.ec.prod.hosts.ooklaserver.net:8080,1,72193,216204,-1.6650,-78.6589,Riobamba,0,Plus Internet de Alta Velocidad,http://riobamba-bw.iplus.com.ec:8080/speedtest/upload.php
BR,Brazil,6375,,velocimetro-cza.virtua.com.br.prod.hosts.ooklaserver.net:8080,1,56620,87729,-28.6440,-53.6065,Cruz Alta,0,Claro Net Vírtua - CZA,http://velocimetro-cza.virtua.com.br:8080/speedtest/upload.php
BR,Brazil,6375,,speedtest.conectai.net.br.prod.hosts.ooklaserver.net:8080,1,48569,207947,-28.6455,-53.6054,Cruz Alta,0,Conectaí,http://speedtest.conectai.net.br:8080/speedtest/upload.php
